Gene,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47,cell_48,cell_49,cell_50,cell_51,cell_52,cell_53,cell_54,cell_55,cell_56,cell_57,cell_58,cell_59,cell_60,cell_61,cell_62,cell_63,cell_64,cell_65,cell_66,cell_67,cell_68,cell_69,cell_70,cell_71,cell_72,cell_73,cell_74,cell_75,cell_76,cell_77,cell_78,cell_79,cell_80,cell_81,cell_82,cell_83,cell_84,cell_85,cell_86,cell_87,cell_88,cell_89,cell_90,cell_91,cell_92,cell_93,cell_94,cell_95,cell_96
IRAK3,20,14,2,4,2,15,16,5,1,16,4,14,4,2,5,16,5,16,10,17,1,5,7,14,4,13,11,21,7,19,3,14,3,6,6,8,4,9,16,3,13,13,10,2,8,17,8,11,20,3,4,15,8,16,2,14,16,14,11,11,16,5,5,13,7,13,8,4,5,11,14,25,5,6,4,6,19,25,19,7,22,17,17,16,14,15,5,3,3,6,1,7,13,6,14,4
AKAP13,11,14,2,6,7,16,17,7,5,16,4,20,4,6,3,10,4,14,16,19,4,4,20,13,8,14,25,19,9,16,6,15,1,4,4,10,7,1,17,11,14,16,22,9,4,14,2,7,13,1,2,11,5,25,7,8,17,17,13,14,13,5,6,11,4,21,5,8,3,4,16,14,5,7,4,2,13,11,16,3,19,14,16,15,14,16,5,9,3,4,6,5,13,6,15,4
DUSP10,14,13,6,3,6,25,16,3,5,15,5,11,3,5,3,16,6,14,13,16,6,6,13,21,4,15,14,16,6,10,6,16,6,5,4,22,5,5,19,7,8,17,19,3,2,20,5,20,14,3,5,25,5,11,7,10,14,14,14,17,16,7,5,13,2,19,3,4,4,7,17,15,4,3,3,8,13,7,14,6,13,14,16,16,16,17,7,4,2,4,4,6,11,9,11,3
CD300A,13,10,5,4,7,13,25,4,4,7,5,14,4,2,10,19,6,16,16,17,4,6,22,16,5,15,14,16,7,17,3,11,1,8,3,11,2,3,16,4,13,14,13,4,6,14,6,10,19,6,6,17,5,14,6,13,17,19,14,21,14,5,4,25,2,13,5,9,9,6,16,20,5,6,3,3,15,8,16,4,14,16,11,20,15,14,3,5,4,7,5,6,11,7,16,2
STK38,21,16,5,6,2,14,11,3,5,20,4,13,8,5,3,16,6,15,14,16,8,4,19,13,2,16,20,17,5,19,5,14,4,6,4,13,5,6,17,3,13,16,14,2,5,14,6,22,13,6,9,14,6,8,5,11,14,16,15,19,14,2,6,14,6,16,5,5,6,5,25,11,0,3,9,7,11,10,16,9,15,10,7,13,16,17,12,6,2,8,9,5,25,6,17,6
RASA3,16,16,4,1,3,10,20,3,7,14,2,19,4,3,3,14,3,25,16,15,7,9,13,17,8,14,14,16,6,14,5,14,8,4,4,15,2,7,16,10,13,16,11,9,4,21,5,13,11,4,4,11,6,22,2,14,13,16,17,10,17,7,3,16,6,19,6,7,6,4,7,17,4,12,4,11,14,19,16,5,25,13,13,8,11,14,3,6,5,3,2,4,15,8,20,1
ANKRD6,10,17,6,3,2,22,13,10,4,8,2,16,6,1,4,16,7,11,17,16,2,4,11,19,7,20,17,14,4,14,2,14,5,4,10,11,11,6,15,5,14,16,25,3,7,19,5,13,13,9,3,14,6,19,6,15,21,13,14,16,16,4,7,17,5,16,5,3,3,5,20,14,6,0,4,10,15,13,25,8,14,16,14,10,7,13,3,3,5,5,5,4,16,6,11,0
TNIK,16,19,2,1,4,19,14,4,3,10,2,10,2,6,5,17,6,7,16,25,2,1,13,16,5,11,14,14,6,16,7,13,3,3,3,25,6,4,16,9,15,15,14,0,2,16,6,11,14,6,6,17,7,13,3,11,19,16,20,13,16,5,7,14,5,14,4,3,4,5,13,14,4,12,0,5,16,13,11,3,15,17,8,22,20,21,2,7,2,4,6,4,17,8,14,10
TAB2,17,14,5,4,4,11,22,3,7,13,2,16,7,4,5,15,7,14,16,20,5,5,11,16,4,14,21,16,3,16,6,16,9,5,7,16,5,9,7,7,14,11,17,8,3,13,6,15,25,6,3,13,3,13,7,15,16,16,17,19,25,7,2,14,12,17,5,3,4,1,10,19,5,3,2,5,20,14,13,7,14,14,19,13,8,10,3,10,3,5,3,6,11,7,14,4
PHLPP1,16,15,2,3,4,25,13,5,7,15,6,14,5,5,10,20,2,13,13,22,5,6,17,16,9,16,13,11,4,7,5,17,6,9,3,14,3,9,10,7,20,8,17,3,2,14,7,16,14,7,2,16,4,14,6,11,16,16,19,17,14,4,3,21,4,25,2,4,3,6,11,16,2,5,5,5,14,15,19,6,14,16,14,11,13,19,4,2,8,8,3,13,13,3,10,6
SASH1,15,7,8,3,3,17,25,1,9,15,4,16,4,6,2,10,4,14,22,11,4,7,14,20,7,16,16,14,8,8,10,14,7,4,4,13,4,6,13,8,14,13,21,4,5,16,4,11,17,5,5,19,6,14,3,14,17,25,13,16,19,3,5,16,3,13,5,4,3,5,11,14,5,3,2,4,16,20,13,4,19,11,14,16,15,16,4,4,6,8,2,2,10,4,17,6
SIRT3,16,20,5,2,6,14,14,6,4,16,5,15,6,3,2,22,4,15,19,13,3,2,17,13,8,17,14,8,7,10,5,16,5,5,4,21,4,4,11,5,14,13,19,11,3,16,3,14,14,5,6,16,4,20,3,13,16,11,16,25,13,6,7,13,6,14,5,8,4,1,25,14,1,8,3,3,10,11,14,3,16,7,15,17,11,17,5,6,5,4,6,7,16,6,19,3
PIK3R5,25,13,4,4,8,20,15,11,4,17,7,16,9,4,4,19,8,11,13,14,4,6,14,14,4,19,14,10,2,22,5,17,4,7,3,19,3,7,13,6,13,11,16,9,3,15,3,17,14,2,5,14,5,11,6,21,16,7,17,11,13,7,6,16,15,8,6,5,4,3,14,16,4,7,3,3,16,14,15,7,10,20,16,14,25,16,4,6,4,8,3,7,13,5,16,4
LPAR3,13,22,2,9,3,14,20,2,5,14,5,20,6,0,5,13,1,16,14,14,4,8,19,19,1,16,16,13,1,11,7,16,3,4,1,13,4,4,25,4,10,11,16,9,6,7,3,21,16,5,2,16,0,14,6,16,11,8,14,14,15,3,2,14,9,13,3,7,7,6,14,15,9,3,5,2,19,13,15,5,17,10,11,17,17,25,6,3,10,5,5,1,16,5,17,7
CBLC,14,19,3,4,7,14,11,6,4,17,3,13,5,4,1,14,2,17,15,15,4,6,16,13,4,17,15,11,7,13,6,25,5,5,2,16,4,5,14,5,16,25,17,3,4,20,5,19,10,7,3,16,6,13,4,13,7,10,16,8,11,3,3,14,3,13,4,8,4,5,20,16,3,5,5,8,16,21,16,4,19,22,14,14,14,11,5,7,6,4,8,5,14,5,16,5
ARHGAP8,10,13,4,1,4,21,17,7,2,14,1,8,5,5,8,11,2,20,25,17,6,8,16,11,7,16,25,14,5,15,2,7,6,2,5,19,6,6,16,5,16,15,16,6,5,14,2,10,13,5,4,16,5,19,9,17,13,19,16,22,14,6,6,17,9,13,3,6,3,4,14,11,6,8,4,3,14,16,14,9,14,13,14,13,11,20,3,1,3,5,2,6,16,6,15,4
SHC2,22,11,3,3,7,19,14,9,3,13,4,10,3,6,4,25,6,11,14,14,4,6,13,13,5,15,11,15,1,11,5,20,5,2,2,16,7,6,17,6,17,16,14,5,8,8,3,16,16,6,2,25,3,16,2,19,14,13,16,19,15,7,6,16,8,14,8,4,4,6,17,7,5,6,2,3,16,10,20,8,14,13,14,21,14,13,5,4,5,4,3,8,17,4,16,6
DSTYK,13,14,5,4,6,10,13,3,8,19,9,19,4,4,3,15,5,17,16,11,6,4,17,15,6,25,20,25,1,14,3,14,7,9,7,14,8,3,20,6,16,14,16,5,6,22,5,16,19,7,5,7,2,16,5,14,10,11,16,13,17,7,2,15,7,11,4,5,5,3,14,13,3,5,5,5,16,13,14,4,17,13,21,16,14,8,6,2,3,4,11,5,16,6,11,9
RASGRP3,13,15,3,5,4,16,21,1,4,16,2,13,6,4,8,16,5,14,17,14,5,4,19,11,3,11,13,14,5,15,5,8,3,6,5,16,8,7,11,8,14,20,17,5,6,19,6,17,16,4,5,20,9,13,3,14,22,13,25,11,14,4,5,16,8,25,2,4,7,1,13,14,3,12,4,4,16,16,17,6,16,14,19,10,14,10,4,4,11,4,4,1,15,2,7,1
RHBDD3,13,25,8,5,8,16,16,7,7,16,3,11,4,4,9,14,4,13,20,14,5,4,14,14,7,20,8,16,8,17,1,22,4,2,3,16,5,4,17,3,16,14,16,4,4,13,7,16,14,5,8,14,4,17,6,17,13,15,7,14,11,11,3,11,8,15,7,3,7,5,19,10,1,8,2,10,16,19,14,1,15,11,10,13,21,19,7,4,3,4,8,6,25,6,13,1
PRKD2,14,14,9,3,6,17,10,3,7,13,9,13,3,2,7,20,9,21,11,14,2,6,14,15,6,13,10,17,6,14,7,19,2,4,9,16,6,5,14,3,17,17,15,8,6,11,7,14,16,2,7,8,5,19,8,16,13,11,20,15,14,5,3,7,6,16,2,2,4,4,16,22,9,3,4,2,25,16,13,8,16,25,16,16,19,13,4,4,6,6,8,8,11,6,14,6
PTPN22,15,15,8,5,4,19,16,6,6,16,6,14,3,3,2,11,8,19,14,13,7,2,16,16,5,14,22,14,8,20,4,13,7,2,6,15,2,3,14,5,16,14,16,4,3,13,7,14,17,5,12,10,7,16,6,16,11,25,13,11,17,5,4,20,4,17,3,4,2,6,10,19,6,5,10,5,11,14,21,5,25,14,13,17,16,13,8,6,6,4,6,9,7,7,8,4
FGF20,11,16,7,5,2,16,13,4,6,17,5,15,5,9,3,14,6,16,17,21,8,4,17,17,3,8,19,20,7,11,3,13,5,2,2,16,4,6,13,5,16,14,25,7,7,14,6,16,16,8,5,22,2,14,4,15,13,14,14,25,14,5,8,13,1,14,6,5,3,4,16,13,6,8,8,4,7,14,19,8,11,15,16,19,10,11,1,6,7,5,8,3,20,9,10,7
FGF21,14,14,2,4,3,14,17,5,5,16,5,25,9,4,5,14,7,16,14,16,2,5,16,20,7,22,13,14,4,17,2,13,1,7,6,11,3,8,19,8,16,21,7,8,7,11,6,16,15,5,4,13,4,16,7,25,15,16,10,15,13,2,5,8,7,11,2,7,4,3,16,11,6,3,3,5,13,17,10,5,20,17,19,14,13,14,6,5,4,2,4,3,14,5,19,5
FGF22,16,11,5,6,4,17,16,5,4,14,4,15,3,6,6,13,2,16,21,16,6,1,16,14,2,13,13,14,6,14,5,15,5,4,6,20,10,8,10,5,11,16,13,8,2,14,7,15,25,3,4,11,4,16,5,7,25,14,19,17,19,4,4,22,6,17,6,7,4,8,19,14,6,3,3,2,8,16,13,6,14,20,14,16,17,11,6,4,8,10,8,4,10,4,13,4
NPTN,17,14,6,6,1,16,14,4,6,16,5,16,4,4,7,21,7,17,19,13,6,5,25,17,5,13,14,14,6,13,2,11,6,5,9,13,4,5,16,6,7,10,14,4,11,15,7,16,11,11,5,13,5,16,4,20,14,20,13,14,16,6,7,19,8,14,6,6,5,4,16,15,5,9,9,5,10,15,16,5,8,11,14,17,19,25,5,3,4,3,4,4,22,9,11,7
NOX1,14,17,9,5,5,16,14,2,3,17,4,17,2,7,4,19,6,19,16,16,3,7,11,14,7,11,15,13,7,21,5,25,4,4,9,14,6,7,13,5,20,16,8,6,5,16,3,25,7,9,6,14,12,15,4,13,15,11,13,20,10,4,6,13,3,14,7,8,5,11,14,11,1,5,3,0,22,16,17,8,10,14,16,16,16,14,9,2,4,8,6,4,19,10,13,6
LAT,20,14,1,7,6,15,16,4,4,16,8,14,8,3,8,16,8,16,10,17,6,6,7,14,8,13,11,21,12,19,7,14,6,6,3,8,1,11,16,5,13,13,10,4,6,17,4,11,20,4,4,15,3,16,11,14,16,14,11,11,16,4,6,13,4,13,8,10,5,7,14,25,11,2,4,2,19,25,19,2,22,17,17,16,14,15,3,7,5,8,6,4,13,3,14,1
C5AR2,11,14,6,9,6,16,17,5,7,16,5,20,3,3,2,10,4,14,16,19,5,5,20,13,6,14,25,19,5,16,8,15,6,4,7,10,5,4,17,5,14,16,22,4,5,14,3,7,13,8,8,11,8,25,3,8,17,17,13,14,13,6,4,11,5,21,6,5,5,4,16,14,1,4,8,4,13,11,16,8,19,14,16,15,14,16,5,7,9,4,4,1,13,1,15,7
PDCD4,14,13,3,5,2,25,16,6,9,15,7,11,5,2,5,16,4,14,13,16,6,5,13,21,5,15,14,16,5,10,4,16,8,4,3,22,3,6,19,5,8,17,19,2,4,20,5,20,14,5,4,25,3,11,9,10,14,14,14,17,16,4,7,13,5,19,5,6,6,6,17,15,4,3,5,6,13,7,14,4,13,14,16,16,16,17,8,7,3,8,7,6,11,6,11,6
BMP10,17,21,5,4,3,11,16,6,4,16,11,14,2,2,8,13,4,16,16,14,8,7,14,19,6,11,15,10,5,16,6,17,7,4,10,19,4,6,16,9,10,19,13,7,6,11,4,13,8,3,11,14,4,7,2,22,20,14,15,14,17,2,10,14,2,16,13,3,6,3,16,16,4,5,7,3,11,20,14,5,13,13,15,25,17,14,4,3,10,1,6,6,13,5,25,3
RPS6KA6,14,19,9,7,7,7,15,4,7,25,5,17,3,3,6,16,4,17,17,14,8,6,8,16,5,25,16,16,5,13,9,14,9,3,5,13,8,6,14,5,22,16,13,4,4,14,5,14,10,7,3,15,2,20,6,19,11,13,11,14,19,7,3,15,10,10,1,3,1,6,16,17,5,6,4,2,13,13,16,6,11,21,16,11,16,20,0,6,1,13,4,6,14,3,14,2
TRIB2,14,16,6,7,5,20,16,5,7,11,4,14,8,3,3,17,7,16,19,16,3,7,10,10,5,14,17,13,7,16,5,20,8,5,4,13,6,2,14,4,19,14,11,5,4,17,4,8,22,4,5,16,8,13,5,13,14,21,25,13,16,5,2,11,9,16,6,3,3,7,15,14,8,4,2,6,14,14,17,3,13,19,25,7,16,11,5,5,4,5,2,6,15,3,15,4
LAMTOR2,21,16,6,6,7,14,11,2,5,20,4,13,7,9,7,16,5,15,14,16,2,5,19,13,5,16,20,17,7,19,8,14,7,4,3,13,3,5,17,7,13,16,14,4,6,14,7,22,13,8,7,14,2,8,11,11,14,16,15,19,14,1,3,14,8,16,3,4,3,5,25,11,2,7,4,5,11,10,16,6,15,10,7,13,16,17,3,2,4,5,3,4,25,6,17,4
PYCARD,16,19,6,8,2,19,14,2,4,10,4,10,6,5,6,17,10,7,16,25,3,5,13,16,7,11,14,14,4,16,3,13,4,5,5,25,12,4,16,6,15,15,14,9,6,16,6,11,14,4,5,17,2,13,7,11,19,16,20,13,16,0,5,14,5,14,5,6,6,6,13,14,7,6,7,9,16,13,11,4,15,17,8,22,20,21,4,4,4,3,6,5,17,6,14,11
NENF,13,16,1,5,5,13,8,8,6,22,5,16,4,5,3,16,7,20,16,11,5,2,14,14,5,14,14,16,6,17,3,21,4,4,9,14,6,9,25,3,11,16,15,2,4,10,4,13,15,2,7,14,5,13,6,25,16,17,11,16,15,3,2,20,2,14,7,10,4,2,14,13,3,3,2,3,17,11,7,3,16,19,10,19,13,19,5,10,4,4,4,6,14,6,17,6
MDFIC,16,14,3,2,4,13,10,7,6,19,9,13,2,6,4,16,9,13,15,7,3,6,15,14,5,17,13,17,4,16,5,19,6,6,8,15,2,3,11,8,25,25,16,2,7,16,5,14,11,5,4,14,5,11,8,14,10,19,14,17,16,3,3,11,4,16,4,5,1,3,8,21,6,2,4,2,14,13,20,7,17,16,22,13,14,16,5,6,5,6,7,5,20,6,14,5
MINK1,17,14,5,2,6,11,22,6,3,13,7,16,6,6,7,15,5,14,16,20,4,10,11,16,9,14,21,16,6,16,4,16,2,5,5,16,10,2,7,8,14,11,17,2,4,13,2,15,25,3,6,13,5,13,5,15,16,16,17,19,25,3,5,14,7,17,8,4,9,3,10,19,5,3,7,1,20,14,13,0,14,14,19,13,8,10,6,3,6,5,3,1,11,5,14,7
CDON,14,16,4,11,4,15,13,4,6,13,7,16,6,6,8,11,7,22,7,8,8,4,15,16,6,21,10,16,5,25,6,13,7,6,5,20,3,7,14,4,17,13,11,6,6,19,1,14,16,8,6,16,5,11,7,14,17,16,13,14,20,6,2,14,2,15,5,3,6,2,13,16,5,2,8,3,17,25,10,3,14,17,11,14,19,16,3,9,5,5,8,5,14,2,19,5
IRAK4,16,15,8,7,6,25,13,3,5,15,9,14,5,4,5,20,4,13,13,22,4,6,17,16,9,16,13,11,6,7,6,17,3,7,1,14,2,7,10,5,20,8,17,7,5,14,2,16,14,8,9,16,3,14,5,11,16,16,19,17,14,4,7,21,4,25,5,4,6,2,11,16,10,5,9,11,14,15,19,4,14,16,14,11,13,19,7,9,6,5,6,2,13,4,10,5
VRK3,16,25,9,1,4,15,15,5,2,25,6,17,5,3,5,14,5,11,8,13,2,5,20,11,7,16,17,20,5,13,5,16,6,5,6,14,9,2,19,4,14,22,14,5,1,16,6,14,11,4,4,16,6,16,7,17,14,15,10,16,10,4,10,16,8,7,3,5,6,4,14,19,8,2,6,1,21,17,13,4,13,16,11,14,13,14,6,6,9,7,6,4,19,3,13,3
DNAJC27,16,11,5,4,1,16,11,7,5,14,4,16,5,4,7,8,9,13,10,13,0,6,11,7,6,13,19,13,10,14,7,14,5,5,3,14,7,3,13,4,17,19,13,5,11,17,6,20,14,2,5,17,6,17,6,14,16,16,16,15,22,4,4,10,7,20,8,8,3,11,15,16,5,4,9,7,19,14,11,4,21,25,25,15,14,14,5,3,6,5,9,4,16,4,16,3
SPTBN5,15,7,7,3,2,17,25,9,3,15,6,16,9,6,9,10,1,14,22,11,4,5,14,20,4,16,16,14,4,8,1,14,6,7,7,13,4,4,13,6,14,13,21,12,7,16,6,11,17,6,5,19,2,14,7,14,17,25,13,16,19,6,3,16,3,13,3,3,5,5,11,14,3,4,4,3,16,20,13,8,19,11,14,16,15,16,1,5,4,10,7,3,10,4,17,5
WNT16,7,8,6,8,2,14,17,8,5,20,6,11,5,6,8,13,4,14,11,11,2,5,13,10,6,14,17,19,4,13,7,16,1,5,3,10,5,4,15,6,19,14,16,2,6,25,5,14,21,4,7,16,8,17,9,16,16,13,16,20,13,4,4,19,6,22,4,4,1,5,16,16,7,4,7,5,16,14,25,4,13,14,14,11,15,15,6,7,5,4,2,8,17,3,14,4
NLK,14,19,0,4,4,14,11,5,3,17,5,13,4,4,5,14,7,17,15,15,9,5,16,13,7,17,15,11,1,13,2,25,2,4,2,16,5,6,14,4,16,25,17,2,3,20,8,19,10,6,4,16,0,13,3,13,7,10,16,8,11,4,7,14,7,13,14,5,6,2,20,16,6,4,5,5,16,21,16,4,19,22,14,14,14,11,5,4,4,3,4,10,14,5,16,3
CDK12,10,13,3,8,3,21,17,3,4,14,8,8,4,6,7,11,6,20,25,17,3,5,16,11,8,16,25,14,8,15,5,7,5,1,6,19,6,2,16,4,16,15,16,6,5,14,1,10,13,10,4,16,2,19,8,17,13,19,16,22,14,2,6,17,3,13,8,3,5,7,14,11,7,3,3,5,14,16,14,3,14,13,14,13,11,20,2,3,9,2,4,7,16,10,15,2
INPP5K,22,11,4,4,5,19,14,7,6,13,3,10,3,6,7,25,4,11,14,14,4,4,13,13,4,15,11,15,5,11,3,20,2,4,6,16,6,8,17,3,17,16,14,3,6,8,3,16,16,6,5,25,5,16,3,19,14,13,16,19,15,3,8,16,4,14,3,7,7,6,17,7,5,4,3,4,16,10,20,5,14,13,14,21,14,13,5,5,6,3,7,4,17,5,16,3
SHC3,13,15,5,3,2,16,21,4,4,16,5,13,1,3,5,16,3,14,17,14,4,4,19,11,4,11,13,14,6,15,3,8,5,8,7,16,8,6,11,4,14,20,17,5,2,19,9,17,16,4,5,20,9,13,10,14,22,13,25,11,14,4,4,16,5,25,6,5,3,2,13,14,7,5,3,4,16,16,17,4,16,14,19,10,14,10,9,2,6,4,5,5,15,5,7,6
ERRFI1,14,14,6,1,4,17,10,4,5,13,9,13,2,7,5,20,6,21,11,14,5,6,14,15,2,13,10,17,4,14,4,19,6,3,3,16,6,4,14,3,17,17,15,2,3,11,4,14,16,6,3,8,5,19,6,16,13,11,20,15,14,6,4,7,3,16,3,10,8,6,16,22,4,8,8,6,25,16,13,5,16,25,16,16,19,13,5,2,12,6,8,3,11,8,14,7
TREM2,15,15,10,5,6,19,16,4,3,16,2,14,4,3,8,11,5,19,14,13,5,5,16,16,3,14,22,14,4,20,2,13,4,7,5,15,1,2,14,4,16,14,16,13,6,13,7,14,17,3,7,10,4,16,1,16,11,25,13,11,17,7,6,20,6,17,8,5,2,4,10,19,5,6,5,3,11,14,21,6,25,14,13,17,16,13,4,1,5,9,6,4,7,5,8,9
LAX1,25,17,5,4,4,14,16,5,5,19,5,11,4,3,3,17,3,10,14,19,4,3,16,14,3,10,13,11,7,14,5,11,2,3,4,25,5,8,21,4,15,13,11,2,5,15,8,17,16,3,3,19,3,14,5,16,14,15,8,14,14,5,7,14,4,20,7,4,4,3,13,13,7,5,7,6,20,16,16,4,7,16,17,16,16,13,3,3,3,3,5,6,13,5,22,10
SEMA4C,14,14,4,5,3,14,17,4,6,16,8,25,10,3,3,14,3,16,14,16,1,7,16,20,2,22,13,14,4,17,4,13,6,5,5,11,6,6,19,5,16,21,7,6,4,11,8,16,15,9,4,13,8,16,6,25,15,16,10,15,13,4,4,8,12,11,7,4,3,5,16,11,4,5,5,5,13,17,10,6,20,17,19,14,13,14,1,6,2,3,4,4,14,3,19,3
ULK4,15,20,4,8,8,16,19,2,5,14,2,14,5,7,7,14,6,13,13,10,6,1,15,11,6,19,11,17,4,14,2,14,5,7,4,7,6,7,16,4,25,19,20,3,3,25,3,16,16,5,8,13,4,17,6,11,11,17,22,16,21,3,7,10,4,14,5,2,2,2,17,13,3,9,6,3,14,16,16,7,13,14,16,14,16,15,10,5,3,7,3,10,8,8,13,2
LAMTOR1,16,11,2,6,6,17,16,5,6,14,5,15,3,5,9,13,7,16,21,16,9,9,16,14,3,13,13,14,7,14,5,15,8,8,4,20,3,3,10,5,11,16,13,5,4,14,6,15,25,6,6,11,9,16,3,7,25,14,19,17,19,6,10,22,5,17,5,7,4,13,19,14,3,5,7,7,8,16,13,3,14,20,14,16,17,11,5,4,7,3,5,7,10,4,13,5
BANK1,17,14,6,2,4,16,14,2,8,16,7,16,5,5,6,21,4,17,19,13,6,9,25,17,7,13,14,14,5,13,2,11,4,10,3,13,11,5,16,5,7,10,14,5,6,15,0,16,11,7,7,13,2,16,2,20,14,20,13,14,16,6,4,19,3,14,8,3,5,8,16,15,7,7,7,4,10,15,16,5,8,11,14,17,19,25,3,6,7,5,4,5,22,2,11,7
SYNJ2BP,20,14,6,5,4,15,16,9,5,16,4,14,5,9,3,16,2,16,10,17,2,10,7,14,3,13,11,21,0,19,5,14,5,4,9,8,7,4,16,2,13,13,10,6,3,17,6,11,20,3,6,15,7,16,5,14,16,14,11,11,16,6,6,13,6,13,8,3,11,10,14,25,3,7,6,4,19,25,19,5,22,17,17,16,14,15,5,9,6,5,7,3,13,3,14,3
TNFRSF19,11,14,4,8,5,16,17,5,5,16,4,20,5,3,10,10,4,14,16,19,4,6,20,13,8,14,25,19,4,16,10,15,6,5,5,10,6,3,17,6,14,16,22,2,3,14,4,7,13,2,3,11,4,25,4,8,17,17,13,14,13,7,3,11,8,21,4,4,5,7,16,14,8,8,3,2,13,11,16,3,19,14,16,15,14,16,3,7,2,5,3,4,13,3,15,4
DOK4,17,21,4,5,8,11,16,5,6,16,5,14,4,4,7,13,5,16,16,14,5,0,14,19,4,11,15,10,5,16,5,17,6,5,2,19,7,1,16,8,10,19,13,2,9,11,2,13,8,3,3,14,3,7,4,22,20,14,15,14,17,7,4,14,4,16,3,2,5,5,16,16,8,5,5,4,11,20,14,7,13,13,15,25,17,14,3,2,6,5,5,7,13,7,25,1
IL26,14,19,4,2,2,7,15,5,5,25,5,17,5,8,2,16,5,17,17,14,5,5,8,16,5,25,16,16,6,13,6,14,6,7,3,13,4,4,14,7,22,16,13,2,5,14,5,14,10,7,9,15,5,20,5,19,11,13,11,14,19,6,3,15,7,10,7,9,11,7,16,17,8,2,5,4,13,13,16,8,11,21,16,11,16,20,6,8,3,6,6,3,14,4,14,0
DOK5,14,16,6,7,5,20,16,6,2,11,4,14,3,4,7,17,2,16,19,16,4,7,10,10,8,14,17,13,2,16,1,20,5,7,7,13,5,9,14,6,19,14,11,8,5,17,6,8,22,2,4,16,3,13,8,13,14,21,25,13,16,6,2,11,7,16,5,6,5,7,15,14,4,6,6,9,14,14,17,3,13,19,25,7,16,11,4,4,5,1,10,3,15,8,15,5
ASH1L,13,10,5,3,8,13,25,4,6,7,7,14,3,5,5,19,9,16,16,17,3,4,22,16,5,15,14,16,6,17,7,11,2,4,6,11,1,4,16,5,13,14,13,6,1,14,3,10,19,5,7,17,6,14,6,13,17,19,14,21,14,6,12,25,5,13,6,2,4,4,16,20,2,1,7,2,15,8,16,4,14,16,11,20,15,14,7,4,3,4,8,5,11,7,16,3
PBK,21,16,7,5,3,14,11,3,5,20,3,13,4,7,7,16,4,15,14,16,3,5,19,13,2,16,20,17,5,19,5,14,3,5,8,13,5,2,17,3,13,16,14,2,4,14,3,22,13,6,5,14,7,8,4,11,14,16,15,19,14,5,3,14,4,16,6,1,5,2,25,11,4,3,10,3,11,10,16,1,15,10,7,13,16,17,7,4,5,2,9,3,25,7,17,6
LMO3,19,13,2,3,2,8,7,5,4,13,6,21,6,2,8,14,11,16,14,16,3,5,13,16,5,17,11,19,7,16,4,17,7,5,5,14,7,3,16,3,11,17,15,8,6,13,2,19,13,6,2,20,3,10,4,13,14,10,16,16,16,3,7,15,5,17,1,3,6,6,11,14,5,3,8,5,25,22,15,4,11,16,20,14,25,14,2,6,6,6,3,12,14,5,14,5
MYDGF,16,16,2,7,4,10,20,7,4,14,6,19,4,6,6,14,6,25,16,15,3,4,13,17,3,14,14,16,5,14,2,14,8,6,3,15,3,4,16,4,13,16,11,3,3,21,5,13,11,3,1,11,4,22,4,14,13,16,17,10,17,4,8,16,3,19,6,4,2,5,7,17,8,5,4,4,14,19,16,2,25,13,13,8,11,14,7,7,5,4,3,6,15,6,20,8
MAP3K7CL,16,19,2,5,5,19,14,2,6,10,8,10,5,7,4,17,8,7,16,25,4,4,13,16,7,11,14,14,4,16,11,13,4,5,8,25,8,5,16,3,15,15,14,7,5,16,3,11,14,4,4,17,8,13,1,11,19,16,20,13,16,10,6,14,7,14,6,7,8,3,13,14,5,7,1,4,16,13,11,7,15,17,8,22,20,21,7,7,4,3,4,4,17,2,14,7
ACKR3,19,16,4,6,6,13,19,7,10,13,3,17,6,2,8,16,9,8,25,13,9,4,25,17,6,14,19,16,6,15,7,10,3,6,3,17,4,6,20,3,15,7,14,4,5,16,3,11,14,4,5,21,6,14,6,16,13,14,14,16,11,7,2,17,7,16,8,6,3,5,22,16,4,4,4,5,11,15,14,7,20,14,13,11,10,16,4,8,3,5,4,3,14,7,13,7
CYSLTR2,16,17,5,4,7,14,13,11,9,11,6,19,6,4,8,25,4,10,11,14,4,5,14,16,5,13,16,15,4,16,8,16,8,4,9,14,2,6,13,4,16,20,20,6,0,17,5,25,15,4,7,19,7,15,2,17,16,14,14,14,7,5,3,14,5,16,8,8,0,6,19,10,4,7,3,4,14,11,8,8,11,16,13,13,22,13,7,3,5,4,5,7,17,4,21,5
PELI2,14,16,11,4,4,15,13,4,3,13,5,16,4,5,6,11,5,22,7,8,2,4,15,16,7,21,10,16,1,25,6,13,2,1,4,20,4,2,14,5,17,13,11,7,5,19,12,14,16,5,8,16,4,11,5,14,17,16,13,14,20,7,2,14,4,15,4,5,6,10,13,16,4,8,4,5,17,25,10,5,14,17,11,14,19,16,4,4,6,1,7,3,14,4,19,3
